0.673572,-0.209122
0.560537,0.590911
0.815062,-0.598848
-0.326259,0.531095
-0.440006,0.106861
-0.0447538,0.255164
-0.267727,0.0265338
0.895415,0.824066
0.268709,0.430248
-0.709627,0.211798
-0.957725,-0.509084
-0.718282,0.60227
-0.679775,-0.19613
-0.733015,-0.774559
0.987871,-0.557851
0.0256063,0.671442
0.223027,-0.403857
0.272354,0.0480887
-0.0127056,0.936095
-0.410817,0.537288
0.052955,0.53443
-0.197547,0.775228
-0.429037,-0.292132
0.609295,0.829673
-0.851885,0.889668
0.0514709,-0.819609
-0.609417,0.323189
0.772661,-0.299192
-0.862941,-0.950354
-0.0837505,-0.86507
-0.518206,0.931856
0.796372,0.694821
-0.462002,0.0787256
-0.24709,0.515293
0.0248201,0.332093
0.0625808,-0.912225
-0.123478,0.855034
0.853004,0.437486
-0.427099,0.472298
0.277158,-0.288984
0.371966,-0.661371
-0.118593,0.752549
0.651818,-0.335932
-0.536643,0.778877
-0.296287,0.369606
0.903807,0.175508
0.311462,0.710179
-0.119671,0.83946
-0.201095,0.623238
0.364753,0.813725
-0.0346684,-0.562667
0.8915,0.831854
-0.697633,0.754503
0.27934,-0.134732
0.236801,-0.433502
0.566284,-0.381233
-0.104873,-0.542309
-0.618684,-0.443055
0.111759,-0.165327
-0.654178,0.805472
-0.785721,-0.740371
-0.00902075,0.515741
0.959808,0.861308
0.365201,-0.231287
0.494546,-0.260046
-0.407562,-0.530122
0.167287,-0.506063
-0.688268,0.459654
-0.74156,0.581071
-0.665078,0.485241
-0.842431,0.891206
-0.885992,0.0426955
-0.641103,-0.514676
0.58964,0.460656
0.309996,0.925462
0.276128,0.514275
-0.804909,-0.722893
0.0400161,-0.8351
-0.851585,-0.584783
-0.0763874,0.632961
0.145171,0.50605
-0.887161,-0.677542
0.989987,-0.585429
0.772112,-0.741572
0.985642,-0.882966
0.733669,-0.846789
-0.98176,0.837677
0.185907,-0.632863
-0.667,-0.214453
0.817793,0.632997
-0.278991,0.10392
0.157271,-0.0938998
0.371027,-0.792713
0.0609999,0.509442
-0.387496,0.974612
0.152403,0.747675
0.490662,0.255242
-0.919867,0.49065
0.659812,0.842246
0.739077,0.655454
0.94928,0.482746
0.798665,0.95752
0.330423,-0.00542808
-0.665343,0.653424
0.770119,-0.837551
0.29642,-0.498873
0.25637,-0.536309
0.397228,-0.362603
-0.339021,-0.531773
-0.843161,0.263483
-0.54716,0.299242
0.0211583,0.933502
-0.435517,0.0912917
0.434152,-0.765705
-0.0564628,0.183229
0.87975,-0.0971832
-0.324025,0.688415
-0.129664,-0.983602
-0.307013,0.194993
0.659822,-0.526894
0.347442,-0.0337584
-0.035767,-0.386188
0.419933,-0.62854
0.241209,-0.909089
-0.170312,0.388048
0.344394,0.272528
-0.302711,-0.624447
0.21603,0.251773
0.456844,-0.339819
0.476068,-0.589619
0.833411,0.365818
0.303198,-0.480614
0.0642332,-0.816466
-0.474216,0.74722
0.368527,-0.804394
-0.769674,-0.27403
0.151847,0.184559
0.329782,-0.41822
0.546019,-0.419009
-0.337309,-0.614293
0.959039,-0.982914
0.648234,-0.333671
-0.617362,-0.125736
0.908101,0.829482
0.524445,0.394169
-0.750137,0.367856
-0.230013,0.543062
0.877242,0.824221
0.716596,-0.586975
0.581441,0.0951233
-0.401369,0.801766
0.811093,0.740478
-0.00367504,0.150875
-0.667742,-0.447656
0.721866,-0.0150503
-0.0719489,0.690906
-0.00796473,-0.413714
-0.632766,0.364673
0.45055,-0.714665
0.204156,-0.015005
0.669505,0.444019
-0.637149,-0.550508
-0.00291955,-0.749908
-0.716288,-0.276324
-0.346882,0.855153
0.8088,0.241749
0.666919,0.629893
-0.00777262,-0.326756
-0.209232,0.314486
0.215588,-0.477366
-0.690565,-0.846361
-0.77646,0.291471
-0.270075,-0.419226
-0.333856,-0.809526
-0.143891,0.8603
0.165469,-0.464387
0.314318,0.51832
-0.0248948,-0.678601
0.758413,0.248817
0.0350752,-0.57847
0.11397,-0.146125
0.653279,-0.209111
-0.506233,-0.344493
0.454133,0.274535
0.959992,-0.320279
0.787169,-0.720572
-0.17664,-0.979291
0.560898,0.543285
-0.408517,-0.762958
0.723759,0.437592
-0.892658,-0.100772
0.963205,0.41166
-0.572452,-0.0516899
0.723059,-0.804039
-0.792873,-0.231866
-0.392509,0.311098
0.612009,-0.72923
-0.888014,-0.884224
-0.0837231,0.556119
0.380311,-0.113731
-0.75416,0.177481
0.155697,0.0592005
0.18819,-0.273405
-0.387515,0.769672
-0.0463623,-0.653756
0.217264,0.0509794
0.235472,0.190469
-0.527361,0.653021
-0.851221,-0.794302
0.838981,-0.654094
-0.0361679,-0.543528
0.647004,-0.414159
-0.282758,0.74899
-0.308383,0.623519
0.315109,-0.918072
-0.480212,0.55095
0.249409,0.665486
-0.37985,-0.552401
-0.597919,0.222635
-0.772729,0.345719
0.558879,0.434534
-0.593302,-0.195648
-0.364997,-0.130663
-0.532628,-0.226218
0.0650351,-0.683647
0.109688,-0.961133
-0.237175,-0.233309
-0.385292,0.470067
-0.474319,0.296325
0.103586,0.83079
0.368253,0.613375
0.391739,-0.372338
0.28886,-0.978111
0.0652605,0.680941
0.234525,0.282531
0.0366595,-0.196596
-0.272934,0.433357
0.597756,0.352069
-0.687306,-0.924873
-0.86415,0.367729
-0.61852,0.235538
0.396596,0.134306
-0.987772,-0.978696
-0.385627,-0.472091
0.307629,0.707959
-0.631301,-0.314118
0.331334,0.750439
0.303544,-0.369805
0.762328,-0.621196
-0.678864,0.00685281
0.651336,0.347795
0.800257,-0.611599
-0.208848,0.408012
0.73047,0.0938462
0.47314,0.85632
-0.528425,0.84462
0.101857,0.858172
-0.0110744,0.104086
0.869476,0.593299
0.621995,0.187105
0.311258,0.980694
0.862987,-0.347408
0.741133,0.17653
0.272786,0.513461
0.545334,0.583922
-0.469687,0.20667
-0.0582828,-0.65943
0.585071,0.722869
0.738582,0.325541
-0.173284,0.221722
0.19186,0.288291
0.076342,-0.696283
0.156463,-0.924733
0.397802,0.0359384
0.658566,0.0297973
-0.766957,-0.0201762
0.0204911,-0.893971
0.622416,-0.228376
0.27256,-0.0947976
-0.704916,-0.172106
-0.500876,-0.184602
-0.955436,0.430842
0.145968,0.619635
0.163711,-0.10545
-0.0448244,0.980427
-0.873728,-0.842964
0.278717,0.192614
-0.549247,-0.55482
0.257882,0.838555
0.471118,-0.0735525
-0.121648,0.694161
0.896271,0.888844
0.790191,0.528687
-0.329533,0.0727502
-0.556111,-0.0444486
0.890644,-0.0669861
0.760949,0.925208
-0.626145,-0.0830828
0.554844,0.527566
0.801468,-0.479981
0.517993,0.91774
-0.332945,-0.19329
0.120353,0.107807
0.24189,-0.611765
-0.0436374,-0.276992
0.304682,0.824715
-0.572831,0.210954
0.723558,-0.77264
-0.250359,-0.595975
0.29011,0.18353
0.349577,0.190754
-0.873456,0.120526
0.125962,-0.509601
-0.952557,-0.309194
-0.972035,0.838911
0.200825,0.535958
0.76665,0.85788
-0.647332,-0.102997
-0.024313,0.584558
0.275238,0.92205
-0.682434,-0.41008
0.756764,-0.265265
0.790874,0.490323
-0.0479048,-0.449485
0.884348,-0.747795
0.724045,0.243925
0.432959,0.840588
-0.625549,-0.431078
-0.659013,-0.588106
0.249728,-0.641047
-0.739195,-0.539447
0.884911,-0.962545
-0.671568,-0.752421
-0.0755414,0.294119
0.822137,-0.790303
0.226169,-0.850297
-0.210383,-0.00706667
-0.125562,-0.409509
-0.506744,0.816533
0.131006,-0.612396
-0.921262,-0.13495
0.621529,0.501698
-0.284362,0.98598
-0.91938,0.0466259
-0.592125,0.320347
0.395579,-0.34132
0.7709,0.290489
-0.313865,-0.890668
0.528068,0.600594
0.393452,0.360205
0.800291,-0.370379
0.499908,-0.400092
0.612554,-0.615654
0.180399,-0.88419
-0.789121,-0.678595
-0.506586,-0.720382
0.176455,-0.875057
0.771315,0.882093
-0.879076,0.841935
-0.0612809,-0.481201
0.172282,-0.655702
0.167479,-0.0468177
0.624787,0.843614
0.0525148,0.162855
0.454208,-0.544034
-0.46694,0.264498
0.0755872,-0.957032
0.854406,-0.301859
-0.582686,0.0448048
-0.196049,-0.381807
0.35621,0.287365
-0.112189,-0.457336
0.402309,-0.330874
-0.565243,0.513233
-0.478939,0.363477
-0.957969,0.683343
0.697774,0.19951
-0.353474,0.332561
0.0531238,0.68904
-0.494584,-0.482669
-0.844993,0.0284767
0.771829,0.220594
0.0614449,0.636235
0.908735,0.468759
-0.30896,-0.277314
-0.903048,-0.942751
-0.979949,-0.0252367
-0.410087,0.41236
0.63389,0.014671
-0.0644076,-0.835049
-0.611853,-0.0323762
0.838294,-0.904078
-0.822866,-0.505181
0.418483,0.220258
-0.80614,0.913899
0.727589,-0.661134
-0.0476242,0.509418
0.54946,-0.976179
0.155653,0.468195
0.48258,0.836693
-0.79912,0.569532
0.883942,-0.789069
-0.445705,-0.516145
0.613291,-0.801815
0.488526,-0.441117
-0.646865,0.866673
0.516507,-0.798571
0.952595,0.683641
-0.313751,0.381078
-0.0861019,-0.129892
0.304977,-0.348513
0.198975,-0.732648
-0.829095,-0.241566
-0.718827,0.316558
-0.763371,0.753753
0.16325,-0.572491
0.333285,0.057192
-0.37156,0.87758
0.531047,-0.748269
-0.914236,0.0295732
-0.199386,-0.5711
-0.0937533,-0.672879
-0.379671,-0.131158
-0.979239,0.296577
-0.740081,-0.0753408
-0.823314,0.554896
0.566146,0.36566
0.812249,0.727051
-0.865906,-0.896578
0.0536084,-0.639277
0.847174,-0.773141
-0.221768,0.190459
0.274051,0.396672
0.0780386,-0.184902
0.638403,0.153803
0.834671,-0.550983
0.572703,-0.249082
-0.233862,-0.796969
0.609759,-0.223101
0.489609,0.859679
0.691558,0.656294
0.424575,0.267704
0.0319544,0.246823
0.0047546,0.156049
0.340245,-0.931637
0.506772,0.197419
-0.714778,-0.704996
-0.602122,0.549272
0.681677,0.465916
-0.62563,0.33008
-0.370281,-0.780959
0.769097,-0.787578
-0.0400413,-0.454765
-0.594547,-0.420282
0.312133,0.885062
-0.550603,0.0136911
0.551356,0.863971
-0.708605,-0.406689
0.120795,0.286149
0.739359,-0.528961
0.344512,0.256132
0.658458,0.619734
0.541136,-0.933664
0.179006,0.232813
0.522252,0.543376
-0.427107,-0.838028
0.752417,-0.64801
-0.635606,-0.277624
-0.112776,-0.240153
0.292094,-0.790642
-0.345091,0.731491
0.213049,-0.783735
0.605462,0.494444
-0.200424,-0.263743
-0.209407,-0.451065
0.197296,-0.854895
0.795066,-0.134246
0.754839,0.346202
-0.0779097,-0.0561551
-0.410985,-0.545657
-0.502779,0.151908
-0.393686,-0.740362
0.493898,-0.0392921
-0.0279858,-0.608878
0.710555,-0.725892
-0.409521,-0.624537
-0.984401,0.793528
-0.418272,0.611061
0.297972,0.371304
-0.642682,-0.901436
0.910239,0.544614
-0.766331,0.715305
-0.579632,0.978508
0.0715069,0.332458
-0.0676471,0.650522
0.776801,0.419574
-0.187571,-0.606884
0.669212,-0.683673
0.343823,-0.348774
-0.302551,0.064378
-0.0846654,0.277928
0.429841,-0.0790664
0.0814564,-0.978431
-0.458005,-0.610572
0.382873,-0.110687
-0.522008,0.303112
-0.556073,-0.298338
0.0284164,-0.145705
-0.30983,-0.890077
-0.803247,0.612522
0.750445,0.963555
0.0420964,-0.427126
-0.63333,-0.278692
-0.120799,0.700493
0.362535,0.56665
-0.225129,-0.712131
-0.145422,-0.785287
0.198803,0.926034
-0.773718,0.730798
-0.674538,0.599155
-0.36989,-0.206545
-0.087733,0.064037
0.485116,0.930683
